belongs_to_collection,budget,id,original_language,overview,production_companies,revenue,runtime,tagline,title,vote_average,vote_count,release_month,release_day,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,genre_Drama,genre_Comedy,genre_Thriller,genre_Romance,genre_Action,genre_Horror,genre_Crime,genre_other,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other
10893,4500000,10127,en,"['batch', 'unhatched', 'critter', 'egg', 'mistaken', 'easter', 'egg', 'countryfolk', 'inhabitant', 'grovers', 'bend', 'long', 'ferocious', 'furballs', 'rampage']",277,3813293.0,86.0,"['get', 'ready', 'second', 'back']","['critter', '2']",5.0,91.0,4.0,Friday,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,0,27397,en,"['isabelles', 'life', 'revolves', 'around', 'new', 'york', 'bookshop', 'work', 'intellectual', 'friend', 'sex', 'meet', 'grandmother', 'remains', 'le', 'impressed', 'decides', 'hire', 'good', 'oldfashioned', 'jewish', 'matchmaker', 'help', 'isabelles', 'lovelife', 'along', 'enter', 'picklemaker', 'sam', 'immediately', 'take', 'isabelle', 'however', 'irritated', 'whole', 'business', 'least', 'start']",1184,16262415.0,97.0,"['funny', 'movie', 'getting', 'serious']","['crossing', 'delancey']",5.8,11.0,9.0,Friday,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,9748,en,"['dexter', 'cornell', 'english', 'professor', 'becomes', 'embroiled', 'series', 'murder', 'involving', 'people', 'around', 'dexter', 'good', 'reason', 'want', 'find', 'murderer', 'much', 'time', 'find', 'help', 'comfort', 'one', 'student', 'sydney', 'fuller']",224,12706478.0,96.0,"['someone', 'poisoned', 'dexter', 'cornell', 'he', 'got', 'find', 'he', 'got', 'find', 'he', 'got', 'find', '24', 'hour', 'dead', 'arrival']",['doa'],5.9,37.0,3.0,Friday,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,0,10141,en,"['two', 'con', 'men', 'try', 'settle', 'rivalry', 'betting', 'swindle', 'young', 'american', 'heiress', '50000', 'first']",111,42039085.0,110.0,"['nice', 'guy', 'finish', 'last', 'meet', 'winner']","['dirty', 'rotten', 'scoundrel']",7.0,223.0,12.0,Wednesday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
182617,0,5680,en,"['great', 'aunt', 'dy', 'famed', 'horror', 'hostess', 'elvira', 'head', 'uptight', 'new', 'england', 'town', 'falwell', 'claim', 'inheritance', 'haunted', 'house', 'witch', 'cookbook', 'punk', 'rock', 'poodle', 'stuffy', 'local', 'get', 'eyeful', 'scream', 'queen', 'ample', 'asset', 'hell', 'bust', 'amp', 'break', 'loose']",70,5596267.0,96.0,"['elvira', 'make', 'big', 'screen', 'debut', 'new', 'comedy']","['elvira', 'mistress', 'dark']",6.1,88.0,9.0,Friday,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
330555,6000000,26386,en,"['santa', 'claus', 'decides', 'retire', 'pas', 'magic', 'bag', 'christmas', 'surprise', 'new', 'saint', 'nick', 'enlists', 'aid', 'hilarious', 'assortment', 'character', 'perky', 'teen', 'runaway', 'hapless', 'taxi', 'driver', 'ernest', 'p', 'worrell', 'must', 'convince', 'skeptical', 'kiddieshow', 'host', 'take', 'post', 'father', 'christmas']",224,28202109.0,95.0,"['holiday', 'comedy', 'unlike']","['ernest', 'save', 'christmas']",4.9,47.0,11.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
-1,0,25884,en,"['ellie', 'dewitt', 'janis', 'zuckermann', 'admitted', 'strict', 'fbi', 'training', 'academy', 'get', 'hard', 'course', 'learn', 'deal', 'gun', 'recognise', 'crime', 'also', 'get', 'physical', 'training', 'appears', 'ellie', 'real', 'fighting', 'machine', 'contrast', 'janis', 'great', 'student', 'help', 'way', 'graduation']",1184,3527636.0,90.0,"['sleep', 'tight', 'america', 'woman', 'carry', 'gun']",['fed'],5.7,10.0,10.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,0,26355,en,"['darcy', 'editor', 'highschool', 'paper', 'longterm', 'boyfriend', 'stan', 'last', 'month', 'school', 'already', 'found', 'place', 'good', 'college', 'recently', 'started', 'sleep', 'surprise', 'surprise', 'darcy', 'get', 'pregnant', 'neither', 'darcys', 'mother', 'left', 'husband', 'bring', 'darcy', 'alone', 'stans', 'catholic', 'parent', 'supportive', 'urge', 'h']",196,17514553.0,98.0,"['backpack', 'stroller']",['keep'],6.1,24.0,1.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,20000000,10675,en,"['ford', 'play', 'american', 'doctor', 'whose', 'wife', 'suddenly', 'vanishes', 'paris', 'find', 'navigates', 'puzzling', 'web', 'language', 'locale', 'laissezfaire', 'cop', 'triplicateform', 'filling', 'bureaucrat', 'defiant', 'mysterious', 'waif', 'know', 'tell']",1184,17637950.0,120.0,"['theyve', 'taken', 'wife', 'he', 'taking', 'action']",['frantic'],6.6,232.0,2.0,Tuesday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,24000000,2617,en,"['vacation', 'time', 'outdoorsy', 'chicago', 'man', 'chet', 'ripley', 'along', 'wife', 'connie', 'two', 'kid', 'buck', 'ben', 'serene', 'weekend', 'fishing', 'wisconsin', 'lakeside', 'cabin', 'get', 'crashed', 'connies', 'obnoxious', 'brotherinlaw', 'roman', 'craig', 'wife', 'kate', 'couple', 'two', 'daughter', 'excursion', 'wear', 'ripleys', 'find', 'odds', 'stuffy', 'craig', 'family']",819,43455230.0,91.0,"['wildlife', 'wild', 'brotherinlaw', 'unbearable']","['great', 'outdoors']",6.4,155.0,6.0,Friday,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,21362,en,"['peter', 'plunketts', 'irish', 'castle', 'turned', 'hotel', 'repossesed', 'decides', 'spice', 'attraction', 'bit', 'yank', 'staff', 'pretend', 'haunt', 'castle', 'trouble', 'begin', 'busload', 'american', 'tourist', 'arrive', 'along', 'real', 'ghost']",11,7399763.0,99.0,"['he', 'american', 'shes', 'ghost', 'vacation', 'romance', 'always', 'hassle']","['high', 'spirit']",5.6,57.0,11.0,Friday,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1,9000000,30690,en,"['fred', 'p', 'chaney', 'receives', 'inheritance', 'death', 'mother', 'speaking', 'horse', 'also', 'good', 'knowledge', 'stockmarket', 'help', 'horse', 'fred', 'gain', 'lot', 'stockmarket', 'chicago']",1184,6436211.0,88.0,"['talk', 'gon', 'na', 'laugh', 'hoarse']","['hot', 'trot']",5.1,17.0,8.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-1,2500000,11347,en,"['remote', 'corner', 'england', 'peak', 'district', 'mysterious', 'skull', 'unearthed', 'even', 'weirder', 'lady', 'sylvia', 'steal', 'skull', 'use', 'worshiping', 'erotically', 'pagan', 'god', 'white', 'worm', 'hunger', 'taste', 'virginal', 'flesh']",1,1189315.0,93.0,[],"['lair', 'white', 'worm']",5.8,59.0,9.0,Wednesday,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
19163,12300000,12144,en,"['orphaned', 'brontosaurus', 'named', 'littlefoot', 'set', 'search', 'legendary', 'great', 'valley', 'land', 'lush', 'vegetation', 'dinosaur', 'thrive', 'live', 'peace', 'along', 'way', 'meet', 'four', 'young', 'dinosaur', 'one', 'different', 'specie', 'encounter', 'several', 'obstacle', 'learn', 'work', 'together', 'order', 'survive']",819,84460846.0,69.0,"['new', 'adventure', 'born']","['land', 'time']",7.0,660.0,11.0,Friday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,8000000,13704,en,"['teenager', 'le', 'anderson', 'think', 'life', 'get', 'worse', 'flunk', 'driver', 'exam', 'he', 'wrong', 'even', 'though', 'receive', 'license', 'le', 'refuse', 'break', 'date', 'cool', 'mercedes', 'lane', 'decides', 'lift', 'family', 'prize', 'luxury', 'car', 'occasion', 'unfortunately', 'mercedes', 'sneak', 'booze', 'along', 'pass', 'drunk', 'confused', 'le', 'make', 'bad', 'decision', 'enlisting', 'rebellious', 'friend', 'dean', 'help']",812,22433275.0,90.0,"['guy', 'get', 'brake']","['license', 'drive']",6.1,100.0,7.0,Wednesday,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,20000000,12120,en,"['trying', 'rescue', 'home', 'planet', 'destruction', 'gorgeous', 'extraterrestrial', 'named', 'celeste', 'arrives', 'earth', 'begin', 'scientific', 'research', 'woos', 'quirky', 'scientist', 'dr', 'steve', 'mill', 'widower', 'young', 'daughter', 'long', 'celeste', 'find', 'love', 'steve', 'new', 'life', 'earth', 'experience', 'true', 'intimacy', 'first', 'time', 'loses', 'sight', 'mission', 'begin', 'question', 'belongs']",6,13854000.0,108.0,"['man', 'closest', 'encounter']","['stepmother', 'alien']",5.3,132.0,12.0,Friday,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
-1,0,47818,en,"['recent', 'high', 'school', 'graduate', 'faced', 'two', 'option', 'either', 'go', 'business', 'school', 'father', 'want', 'go', 'get', 'full', 'time', 'job', 'however', 'decides', 'defy', 'father', 'go', 'hawaii', 'trouble', 'money', 'along', 'way', 'come', 'understand', 'parent', 'eventually', 'bond', 'father']",0,6264058.0,90.0,"['he', 'got', '24', 'hour', 'convince', 'one', 'girl', 'really', 'love', 'he', 'honest', 'faithful', 'fully', 'committed', 'going', 'long', 'night']","['night', 'life', 'jimmy', 'reardon']",4.9,16.0,7.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
-1,12000000,38617,en,"['mcgriff', 'albaby', 'probably', 'worst', 'law', 'enforcement', 'job', 'world', 'plain', 'clothes', 'u', 'military', 'policeman', 'duty', 'wartime', 'saigon', 'however', 'job', 'becomes', 'even', 'harder', 'start', 'investigating', 'serial', 'killing', 'local', 'prostitute', 'prime', 'suspect', 'high', 'ranking', 'u', 'army', 'officer', 'brings', 'life', 'danger']",812,7242035.0,102.0,"['cop', 'tough', 'saigon', '1968', 'cop', 'crazy']",['limit'],5.6,16.0,3.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,3543,de,"['surreal', 'comedy', 'depicting', 'diverse', 'cast', 'character', 'change', 'undergo', 'german', 'tourist', 'jasmin', 'interacts', 'remote', 'truck', 'stop', 'middle', 'mojave', 'desert']",8,3587303.0,95.0,"['route', '66', 'vega', 'nowhere', 'little', 'magic', 'going']","['bagdad', 'cafe']",7.0,76.0,11.0,Thursday,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,8000000,51321,en,"['david', 'sinclair', 'seems', 'everything', 'going', 'he', 'smart', 'musically', 'talented', 'successful', 'top', 'senior', 'year', 'high', 'school', 'band', 'trying', 'get', 'recording', 'session', 'therefore', 'david', 'suicide', 'leaf', 'everyone', 'especially', 'best', 'friend', 'bandmate', 'chris', 'lot', 'question']",0,1893139.0,91.0,"['high', 'school', 'senior', 'year', 'suicide', 'shattered', 'world', 'courage', 'drove', 'pick', 'piece']","['permanent', 'record']",5.7,9.0,4.0,Friday,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,29000000,9604,en,"['tough', 'russian', 'policeman', 'forced', 'partner', 'cocky', 'chicago', 'police', 'detective', 'sent', 'chicago', 'apprehend', 'georgian', 'drug', 'lord', 'killed', 'partner', 'fled', 'country']",196,34994648.0,104.0,"['moscow', 'toughest', 'detective', 'chicago', 'craziest', 'cop', 'one', 'thing', 'worse', 'making', 'mad', 'making', 'partner']","['red', 'heat']",5.8,360.0,6.0,Friday,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
101471,6200000,24929,en,"['group', 'kid', 'discover', 'one', 'drum', 'containing', 'rotting', 'corpse', 'release', '245', 'trioxin', 'gas', 'air', 'causing', 'dead', 'rise', 'grave', 'seek', 'brain']",1,9205924.0,89.0,"['thought', 'safe', 'dead']","['return', 'living', 'dead', 'part', 'ii']",5.8,95.0,1.0,Friday,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
101471,4000000,10925,en,"['bumbling', 'pair', 'employee', 'medical', 'supply', 'warehouse', 'accidentally', 'release', 'deadly', 'gas', 'air', 'vapor', 'cause', 'dead', 'reanimate', 'go', 'rampage', 'seeking', 'favorite', 'food', 'brain']",7,14237000.0,91.0,"['back', 'grave', 'ready', 'party']","['return', 'living', 'dead']",7.3,270.0,5.0,Wednesday,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
89272,3500000,24266,en,"['jim', 'craig', 'lived', 'first', '18', 'year', 'mountain', 'australia', 'father', 'farm', 'death', 'father', 'force', 'go', 'low', 'land', 'earn', 'enough', 'money', 'get', 'farm', 'back', 'foot', 'kirk', 'douglas', 'play', 'two', 'role', 'twin', 'brother', 'spoken', 'year', 'one', 'jims', 'father', 'best', 'friend', 'father', 'girl', 'want', 'marry']",812,20659423.0,104.0,"['story', 'boy', 'suddenly', 'alone', 'world', 'men', 'challenge', 'girl', 'help', 'become', 'man']","['man', 'snowy', 'river']",6.9,38.0,3.0,Tuesday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
-1,0,58434,en,"['man', 'family', 'come', '77th', 'birthday', 'love', 'child', 'child', 'child', 'exactly', 'connect', 'however', 'connects', 'grandchild', 'tell', 'want', 'birthday', 'give']",427,187349.0,99.0,[],"['rocket', 'gibraltar']",6.2,7.0,9.0,Friday,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,18197,en,"['pope', 'family', 'able', 'use', 'real', 'identity', 'year', 'late', 'sixty', 'parent', 'set', 'weapon', 'lab', 'afire', 'effort', 'hinder', 'government', 'vietnam', 'war', 'campaign', 'ever', 'since', 'pope', 'run', 'authority', 'never', 'far', 'behind']",1184,2835116.0,116.0,[],"['running', 'empty']",7.4,59.0,9.0,Wednesday,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,0,70842,en,"['oscar', 'wilde', 'watch', 'outrageous', 'staging', 'banned', 'play', 'salome', 'london', 'brothel', 'part', 'played', 'prostitute', 'wilde', 'host', 'lover', 'bosey', 'lady', 'alice']",23,331000.0,89.0,"['notorious', 'scandalous', 'wilde']","['salome', 'last', 'dance']",5.7,10.0,5.0,Friday,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,38909,en,"['fatherless', 'barrio', 'puerto', 'rican', 'rico', 'menial', 'car', 'mechanic', 'day', 'life', 'night', 'dance', 'date', 'hot', 'dancing', 'girl', 'cockily', 'convinced', 'title', 'salsa', 'king', 'fancy', 'nightclub', 'la', 'luna', 'upcoming', 'contest', 'encourages', 'best', 'friend', 'courteous', 'gentleman', 'ken', 'date', 'sister', 'margarita', 'get', 'free', 'hand', 'flirtatious', 'classmate', 'lola', 'reigning', 'salsa', 'queen', 'luna', 'interest', 'rico', 'dancepartner', 'threatens', 'onoff', 'relationship', 'vicki', 'jealous', 'trouble', 'follows', 'ken', 'margarita', 'fall', 'true', 'love']",29,8892589.0,98.0,"['dirtiest', 'dancing']",['salsa'],4.8,8.0,7.0,Saturday,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-1,0,17126,en,"['young', 'rock', 'group', 'called', 'mystery', 'get', 'first', 'gig', 'club', 'opportunity', 'see', 'life', 'fresh', 'high', 'school', 'rocker', 'hired', 'exclusive', 'beach', 'resort', 'thanks', 'faded', '60', 'songwriter', 'meet', 'romance', 'adventure', 'streetsmart', 'lead', 'singer', 'jennie', 'lee', 'face', 'dilemma', 'pursue', 'budding', 'career', 'finish', 'high', 'school']",812,8.0,92.0,"['one', 'band', 'one', 'dream', 'one', 'summer']",['satisfaction'],4.5,17.0,2.0,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,7000000,11503,en,"['harvard', 'anthropologist', 'sent', 'haiti', 'retrieve', 'strange', 'powder', 'said', 'power', 'bring', 'human', 'being', 'back', 'dead', 'quest', 'find', 'miracle', 'drug', 'cynical', 'scientist', 'enters', 'rarely', 'seen', 'netherworld', 'walking', 'zombie', 'blood', 'rite', 'ancient', 'curse', 'based', 'true', 'life', 'experience', 'wade', 'davis', 'filmed', 'location', 'haiti', 'frightening', 'excursion', 'black', 'magic', 'supernatural']",819,19595031.0,98.0,"['bury', 'mei', 'dead']","['serpent', 'rainbow']",6.2,120.0,2.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,9717,en,"['sidney', 'poitier', 'make', 'longoverdue', 'return', 'film', '1988', 'thriller', 'playing', 'fbi', 'agent', 'trail', 'elusive', 'killer', 'reluctantly', 'teamed', 'tracker', 'tom', 'berenger', 'citydwelling', 'poitier', 'brave', 'wild', 'pacific', 'northwest', 'search', 'quarry']",224,29300000.0,109.0,"['staying', 'alive']","['shoot', 'kill']",6.7,45.0,2.0,Friday,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
86347,0,11966,en,"['robot', 'johnny', 'five', 'come', 'city', 'get', 'manipulated', 'criminal', 'want', 'purpose']",196,21630088.0,110.0,"['adventure', 'america', 'electric', 'leading', 'man', 'continue']","['short', 'circuit', '2']",5.5,168.0,7.0,Wednesday,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
86347,0,2605,en,"['lightning', 'bolt', 'zap', 'robot', 'named', 'number', '5', 'lovable', 'machine', 'start', 'think', 'he', 'human', 'escape', 'lab', 'hot', 'trail', 'designer', 'newton', 'hope', 'get', 'number', '5', 'military', 'meantime', 'spunky', 'animal', 'lover', 'mistake', 'robot', 'alien', 'take', 'teaching', 'new', 'guest', 'life', 'earth']",196,40697761.0,98.0,"['something', 'wonderful', 'happened', '5', 'alive']","['short', 'circuit']",6.4,535.0,5.0,Friday,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1,0,25497,en,"['corrupt', 'american', 'businessman', 'try', 'strong', 'arm', 'way', 'business', 'newcastle', 'england', 'thwarted', 'club', 'attendant', 'waitress', 'girlfriend']",9,1791328.0,93.0,[],"['stormy', 'monday']",5.9,12.0,5.0,Sunday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
-1,16000000,38560,en,"['tom', 'mix', 'wyatt', 'earp', 'team', 'solve', 'murder', 'academy', 'award', '1929', 'hollywood']",19,4594452.0,102.0,"['broke', 'every', 'rule', 'loved', 'every', 'woman', 'took', 'every', 'risk', 'solved', 'shocking', 'murder', 'history', 'beverly', 'hill', 'true', 'give', 'take', 'lie', 'two']",['sunset'],5.6,15.0,4.0,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,50203,en,"['wiley', 'sandra', 'happily', 'married', 'year', 'process', 'breaking', 'sam', 'childhood', 'friend', 'beginning', 'fall', 'love', 'new', 'teacher', 'high', 'school', 'try', 'adjust', 'conflicting', 'emotion', 'find', 'evaluate', 'relationship', 'well']",196,3790493.0,101.0,[],"['sweet', 'heart', 'dance']",5.5,1.0,9.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1,4000000,8337,en,"['nada', 'downonhisluck', 'construction', 'worker', 'discovers', 'pair', 'special', 'sunglass', 'wearing', 'able', 'see', 'world', 'really', 'people', 'bombarded', 'medium', 'government', 'message', 'like', 'stay', 'asleep', 'imagination', 'submit', 'authority', 'even', 'scarier', 'able', 'see', 'usually', 'normallooking', 'people', 'fact', 'ugly', 'alien', 'charge', 'massive', 'campaign', 'keep', 'human', 'subdued']",819,13008928.0,94.0,['want'],['live'],7.1,562.0,11.0,Wednesday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,0,8463,en,"['personal', 'story', 'funny', 'poignant', 'torch', 'song', 'trilogy', 'chronicle', 'new', 'yorkers', 'search', 'love', 'respect', 'tradition', 'world', 'seems', 'especially', 'made']",277,4865997.0,120.0,[],"['torch', 'song', 'trilogy']",7.0,25.0,1.0,Friday,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
-1,15000000,9493,en,"['julius', 'vincent', 'benedict', 'result', 'experiment', 'would', 'allow', 'perfect', 'child', 'julius', 'planned', 'grows', 'athletic', 'proportion', 'vincent', 'accident', 'somewhat', 'smaller', 'stature', 'vincent', 'placed', 'orphanage', 'julius', 'taken', 'south', 'sea', 'island', 'raised', 'philosopher', 'vincent', 'becomes', 'ultimate', 'low', 'life', 'killed', 'loan', 'shark']",819,216614388.0,107.0,"['mother', 'tell', 'apart']",['twin'],5.7,566.0,12.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126220,0,29095,en,"['wealthy', 'slacker', 'college', 'student', 'mark', 'new', 'girlfriend', 'sarah', 'friend', 'invited', 'special', 'showing', 'mysterious', 'wax', 'museum', 'display', '18', 'evil', 'men', 'time', 'exgirlfriend', 'another', 'friend', 'disappear', 'mark', 'becomes', 'suspicous', 'know', 'made', 'part', 'exhibit', 'first', 'living', 'scene', 'murdered']",23,808114.0,95.0,"['stop', 'give', 'afterlife', 'try']",['waxwork'],5.7,71.0,6.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,31000000,11352,en,"['pete', 'sandich', 'reckless', 'firefighting', 'pilot', 'killed', 'final', 'mission', 'ascending', 'heaven', 'pete', 'introduced', 'businesslike', 'angel', 'instructs', 'spectral', 'pete', 'pas', 'aviation', 'knowledge', 'young', 'successor', 'pete', 'also', 'smoothes', 'course', 'romance', 'earthly', 'girlfriend', 'several', 'month', 'grieving', 'finally', 'fall', 'love', 'another', 'man']",819,74134790.0,122.0,"['could', 'hear', 'could', 'see', 'needed', 'even', 'gone']",['always'],6.0,136.0,12.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
91945,1000000,12500,en,"['joe', 'armstrong', 'orphaned', 'drifter', 'little', 'respect', 'much', 'martial', 'art', 'find', 'american', 'army', 'base', 'philippine', 'judge', 'give', 'choice', 'enlistment', 'prison', 'one', 'first', 'mission', 'driving', 'convoy', 'platoon', 'attacked', 'group', 'rebel', 'try', 'steal', 'weapon', 'platoon', 'transporting', 'kidnap', 'base', 'colonel', 'daughter']",39,10499694.0,95.0,[],"['american', 'ninja']",5.5,71.0,8.0,Friday,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
153948,0,32049,en,"['underground', 'fight', 'club', 'blackbelt', 'travis', 'brickley', 'killed', 'losing', 'evil', 'martial', 'art', 'master', 'brakus', 'travis', 'death', 'witnessed', 'walter', 'grady', 'son', 'best', 'friend', 'alex', 'grady', 'alex', 'partner', 'tommy', 'lee', 'vow', 'avenge', 'friend', 'death', 'defeating', 'brakus', 'shutting', 'fight', 'club']",2,6500000.0,101.0,"['get', 'ready', 'ultimate', 'challenge']","['best', 'best', '2']",6.1,30.0,1.0,Friday,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-1,5000000,45225,en,"['hollywood', 'beckons', 'recent', 'film', 'school', 'grad', 'nick', 'chapman', 'capitalize', 'momentum', 'national', 'awardwinning', 'student', 'film', 'studio', 'executive', 'allen', 'habel', 'seduces', 'nick', 'dream', 'deal', 'make', 'first', 'feature', 'production', 'get', 'rolling', 'corporate', 'reality', 'begin', 'intervene', 'nick', 'unable', 'control', 'series', 'compromise', 'highminded', 'vision', 'maintain', 'integrity', 'midst', 'filmmaking', 'chaos']",420,117463.0,100.0,"['film', 'school', 'prepared', 'nick', 'everything', 'everything', 'hollywood']","['big', 'picture']",5.9,24.0,9.0,Friday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91746,10000000,1648,en,"['small', 'town', 'san', 'dimas', 'mile', 'away', 'los', 'angeles', 'two', 'nearly', 'brain', 'dead', 'teenage', 'boy', 'going', 'name', 'bill', 'preston', 'esq', 'ted', 'theodore', 'logan', 'dream', 'together', 'starting', 'rock', 'roll', 'band', 'called', 'wyld', 'stallyns', 'unfortunately', 'still', 'high', 'school', 'verge', 'failing', 'school', 'well', 'pas', 'upcoming', 'history', 'report', 'separated', 'result', 'ted', 'father', 'sending', 'military', 'school', 'bill', 'ted', 'know', 'must', 'stay', 'together', 'save', 'future', 'man', 'future', 'named', 'rufus', 'came', 'help', 'pas', 'report', 'bill', 'ted', 'decided', 'gather', 'historical', 'figure', 'need', 'report', 'hoping', 'help', 'pas', 'report', 'stay', 'together']",111,40485039.0,90.0,"['history', 'rewritten', 'two', 'guy', 'spell']","['bill', 'ted', 'excellent', 'adventure']",6.7,464.0,2.0,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,30000000,4105,en,"['two', 'new', 'york', 'cop', 'get', 'involved', 'gang', 'war', 'member', 'yakuza', 'japanese', 'mafia', 'arrest', 'one', 'killer', 'ordered', 'escort', 'back', 'japan', 'japan', 'however', 'manages', 'escape', 'try', 'track', 'get', 'deeper', 'deeper', 'japanese', 'mafia', 'scene', 'learn', 'win', 'playing', 'game', 'japanese', 'way']",972,45892212.0,125.0,"['country', 'law', 'game', 'rule']","['black', 'rain']",6.2,250.0,9.0,Friday,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-1,0,22711,en,"['movie', 'tell', 'story', 'latter', 'year', 'earl', 'long', 'flamboyant', 'governor', 'louisiana', 'aging', 'earl', 'unapologetic', 'habitue', 'strip', 'joint', 'fall', 'love', 'young', 'stripper', 'blaze', 'starr', 'earl', 'blaze', 'move', 'together', 'earl', 'opponent', 'use', 'attack', 'controversial', 'political', 'program', 'included', 'civil', 'right', 'black', '1950s']",224,19131000.0,117.0,"['governor', 'stripper', 'forced', 'chose', 'office', 'held', 'woman', 'loved', 'chose']",['blaze'],5.9,14.0,12.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,19124,en,"['blind', 'vietnam', 'vet', 'trained', 'swordfighter', 'come', 'america', 'help', 'rescue', 'son', 'fellow', 'soldier']",196,2692037.0,86.0,"['may', 'blind', 'need', 'dog']","['blind', 'fury']",6.2,88.0,8.0,Thursday,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
